indicatorId,geoUnit,year,value,qualifier,magnitude
FOSGP.5T8.F600,PHL,2021,9.637359619140625,,
FOSGP.5T8.F600,POL,2018,3.810920000076294,,
FOSGP.5T8.F600,POL,2019,3.815500020980835,,
FOSGP.5T8.F600,POL,2020,3.736989974975586,,
FOSGP.5T8.F600,POL,2021,4.104040145874023,,
FOSGP.5T8.F600,POL,2022,4.258210182189941,,
FOSGP.5T8.F600,PRI,2018,3.130079984664917,,
FOSGP.5T8.F600,PRT,2019,2.268970012664795,,
FOSGP.5T8.F600,PRT,2020,2.564130067825317,,
FOSGP.5T8.F600,PRT,2021,2.520900011062622,,
FOSGP.5T8.F600,PRT,2022,2.530119895935059,,
FOSGP.5T8.F600,PSE,2018,3.90024995803833,,
FOSGP.5T8.F600,PSE,2019,3.294770002365112,,
FOSGP.5T8.F600,PSE,2020,3.292129993438721,,
FOSGP.5T8.F600,PSE,2021,4.118249893188477,,
FOSGP.5T8.F600,PSE,2022,4.894000053405762,,
FOSGP.5T8.F600,QAT,2018,4.65231990814209,,
FOSGP.5T8.F600,QAT,2019,3.410269975662231,,
FOSGP.5T8.F600,QAT,2020,3.41048002243042,,
FOSGP.5T8.F600,QAT,2021,5.050079822540283,,
FOSGP.5T8.F600,QAT,2022,3.563760042190552,,
FOSGP.5T8.F600,ROU,2019,6.315380096435547,,
FOSGP.5T8.F600,ROU,2020,6.680689811706543,,
FOSGP.5T8.F600,ROU,2021,6.883389949798584,,
FOSGP.5T8.F600,ROU,2022,6.774960041046143,,
FOSGP.5T8.F600,RUS,2018,5.168469905853271,,
FOSGP.5T8.F600,RUS,2019,5.152910232543945,,
FOSGP.5T8.F600,RWA,2018,5.229109764099121,,
FOSGP.5T8.F600,RWA,2019,5.352340221405029,,
FOSGP.5T8.F600,RWA,2020,8.07880973815918,,
FOSGP.5T8.F600,RWA,2022,10.92271041870117,,
FOSGP.5T8.F600,SAU,2018,6.321899890899658,,
FOSGP.5T8.F600,SAU,2019,6.830870151519775,,
FOSGP.5T8.F600,SAU,2020,7.584020137786865,,
FOSGP.5T8.F600,SAU,2021,6.682620048522949,,
FOSGP.5T8.F600,SAU,2022,9.898770332336426,,
FOSGP.5T8.F600,SGP,2018,8.897820472717285,,
FOSGP.5T8.F600,SGP,2019,9.137439727783203,,
FOSGP.5T8.F600,SGP,2020,9.44264030456543,,
FOSGP.5T8.F600,SGP,2021,9.9962797164917,,
FOSGP.5T8.F600,SGP,2022,10.0416898727417,,
FOSGP.5T8.F600,SLV,2018,9.199919700622559,,
FOSGP.5T8.F600,SLV,2019,9.0181303024292,,
FOSGP.5T8.F600,SLV,2020,8.25928020477295,,
FOSGP.5T8.F600,SLV,2021,8.276679992675781,,
FOSGP.5T8.F600,SLV,2022,7.443389892578125,,
FOSGP.5T8.F600,SRB,2018,5.653439998626709,,
FOSGP.5T8.F600,SRB,2019,6.219079971313477,,
FOSGP.5T8.F600,SRB,2020,7.442530155181885,,
FOSGP.5T8.F600,SRB,2021,7.667590141296387,,
FOSGP.5T8.F600,SRB,2022,7.184800148010254,,
FOSGP.5T8.F600,SVK,2018,3.948999881744385,,
FOSGP.5T8.F600,SVK,2019,3.87362003326416,,
FOSGP.5T8.F600,SVK,2020,4.360799789428711,,
FOSGP.5T8.F600,SVK,2021,4.395909786224365,,
FOSGP.5T8.F600,SVK,2022,4.783539772033691,,
FOSGP.5T8.F600,SVN,2018,3.510190010070801,,
FOSGP.5T8.F600,SVN,2019,4.052800178527832,,
FOSGP.5T8.F600,SVN,2020,4.149990081787109,,
FOSGP.5T8.F600,SVN,2021,4.48298978805542,,
FOSGP.5T8.F600,SVN,2022,4.754519939422607,,
FOSGP.5T8.F600,SWE,2018,4.269509792327881,,
FOSGP.5T8.F600,SWE,2019,4.303450107574463,,
FOSGP.5T8.F600,SWE,2020,4.712999820709229,,
FOSGP.5T8.F600,SWE,2021,5.533259868621826,,
FOSGP.5T8.F600,SWE,2022,6.766119956970215,,
FOSGP.5T8.F600,SXM,2022,0,,NA
FOSGP.5T8.F600,SYC,2018,3.174599885940552,,
FOSGP.5T8.F600,SYC,2019,10.57513999938965,,
FOSGP.5T8.F600,SYC,2020,11.11110973358154,,
FOSGP.5T8.F600,SYC,2021,1.948050022125244,,
FOSGP.5T8.F600,SYC,2022,8.5,,
FOSGP.5T8.F600,SYR,2022,4.140379905700684,,
FOSGP.5T8.F600,TCA,2021,6.451610088348389,,
FOSGP.5T8.F600,TCD,2020,3.300610065460205,,
FOSGP.5T8.F600,THA,2022,4.577529907226563,,
FOSGP.5T8.F600,TKM,2020,0,,NIL
FOSGP.5T8.F600,TTO,2019,3.224109888076782,,
FOSGP.5T8.F600,TTO,2021,3.313349962234497,,
FOSGP.5T8.F600,TTO,2022,3.677930116653442,,
FOSGP.5T8.F600,TUN,2018,13.85214042663574,,
FOSGP.5T8.F600,TUN,2020,12.73618030548096,,
FOSGP.5T8.F600,TUN,2021,12.73618030548096,,
FOSGP.5T8.F600,TUN,2022,13.65614986419678,,
FOSGP.5T8.F600,TUR,2018,1.666589975357056,,
FOSGP.5T8.F600,TUR,2019,1.609830021858215,,
FOSGP.5T8.F600,TUR,2020,1.887760043144226,,
FOSGP.5T8.F600,TUR,2021,2.21956992149353,,
FOSGP.5T8.F600,TUR,2022,2.648969888687134,,
FOSGP.5T8.F600,TZA,2021,2.86912989616394,,
FOSGP.5T8.F600,TZA,2022,3.291670083999634,,
FOSGP.5T8.F600,UKR,2018,4.657780170440674,,
FOSGP.5T8.F600,UKR,2019,5.501790046691895,,
FOSGP.5T8.F600,UKR,2020,5.838540077209473,,
FOSGP.5T8.F600,UKR,2021,7.049670219421387,,
FOSGP.5T8.F600,URY,2018,2.780879974365234,,
FOSGP.5T8.F600,URY,2019,3.391940116882324,,
FOSGP.5T8.F600,URY,2020,2.856539964675903,,
FOSGP.5T8.F600,URY,2021,3.963500022888184,,
FOSGP.5T8.F600,URY,2022,4.07174015045166,,
FOSGP.5T8.F600,USA,2019,4.394579887390137,,
FOSGP.5T8.F600,USA,2020,4.729790210723877,,
FOSGP.5T8.F600,USA,2021,5.010220050811768,,
FOSGP.5T8.F600,UZB,2018,4.500939846038818,,
